cell_id,grid_row,grid_col,latitude,longitude,zone_name,lst_celsius,ndvi,building_density_pct,open_space_pct,road_density_km_per_sqkm,soil_type,annual_rainfall_mm,summer_max_temp_celsius,hvi_score,hvi_category,hvi_rank
BPL_CELL_0809,20,8,23.2505,77.3985,Bhojtal Lakefront / Water Buffer,31.7,0.522,9.5,68.6,4.0,Alluvial,1114.1,42.5,0.0987,Low Vulnerability,1551
BPL_CELL_0810,20,9,23.2505,77.3995,Bhojtal Lakefront / Water Buffer,32.65,0.501,14.1,64.2,3.4,Alluvial,1105.6,42.5,0.1479,Low Vulnerability,1319
BPL_CELL_0811,20,10,23.2505,77.4005,Bhojtal Lakefront / Water Buffer,30.68,0.51,13.0,64.5,2.8,Alluvial,1072.5,42.5,0.1026,Low Vulnerability,1536
BPL_CELL_0812,20,11,23.2505,77.4015,Bhojtal Lakefront / Water Buffer,33.0,0.556,11.9,64.1,5.0,Alluvial,1103.5,42.5,0.1264,Low Vulnerability,1428
BPL_CELL_0813,20,12,23.2505,77.4025,Bhojtal Lakefront / Water Buffer,31.24,0.516,14.8,68.8,3.7,Alluvial,1119.7,42.5,0.1075,Low Vulnerability,1513
BPL_CELL_0814,20,13,23.2505,77.4035,Bhojtal Lakefront / Water Buffer,32.96,0.489,12.9,67.2,4.0,Alluvial,1101.0,42.5,0.1489,Low Vulnerability,1315
BPL_CELL_0815,20,14,23.2505,77.4045,TT Nagar / New Market Urban Center,41.56,0.264,52.7,26.4,13.5,Clay Loam,1126.3,42.5,0.6042,High Vulnerability,907
BPL_CELL_0816,20,15,23.2505,77.4055,TT Nagar / New Market Urban Center,41.52,0.215,56.2,22.2,12.9,Clay Loam,1080.7,42.5,0.6419,High Vulnerability,639
BPL_CELL_0817,20,16,23.2505,77.4065,TT Nagar / New Market Urban Center,39.3,0.195,59.1,28.2,12.4,Clay Loam,1124.4,42.5,0.6035,High Vulnerability,914
BPL_CELL_0818,20,17,23.2505,77.4075,TT Nagar / New Market Urban Center,41.88,0.234,52.7,26.1,12.7,Clay Loam,1097.0,42.5,0.6229,High Vulnerability,774
BPL_CELL_0819,20,18,23.2505,77.4085,TT Nagar / New Market Urban Center,39.79,0.248,53.4,28.5,10.4,Clay Loam,1092.7,42.5,0.5744,High Vulnerability,1012
BPL_CELL_0820,20,19,23.2505,77.4095,TT Nagar / New Market Urban Center,40.34,0.182,62.1,28.3,11.9,Clay Loam,1109.6,42.5,0.6373,High Vulnerability,674
BPL_CELL_0821,20,20,23.2505,77.4105,TT Nagar / New Market Urban Center,41.57,0.269,60.4,29.3,11.8,Clay Loam,1116.1,42.5,0.6191,High Vulnerability,801
BPL_CELL_0822,20,21,23.2505,77.4115,TT Nagar / New Market Urban Center,40.87,0.18,59.6,26.2,12.7,Clay Loam,1082.2,42.5,0.6452,High Vulnerability,620
BPL_CELL_0823,20,22,23.2505,77.4125,TT Nagar / New Market Urban Center,40.01,0.204,51.3,26.5,12.3,Clay Loam,1123.0,42.5,0.5941,High Vulnerability,960
BPL_CELL_0824,20,23,23.2505,77.4135,TT Nagar / New Market Urban Center,40.47,0.223,62.7,22.0,12.5,Clay Loam,1074.8,42.5,0.6381,High Vulnerability,666
BPL_CELL_0825,20,24,23.2505,77.4145,TT Nagar / New Market Urban Center,39.95,0.207,53.3,23.8,11.0,Clay Loam,1072.9,42.5,0.6032,High Vulnerability,915
BPL_CELL_0826,20,25,23.2505,77.4155,TT Nagar / New Market Urban Center,39.91,0.246,62.1,30.7,12.8,Clay Loam,1110.0,42.5,0.5986,High Vulnerability,939
BPL_CELL_0827,20,26,23.2505,77.4165,TT Nagar / New Market Urban Center,40.9,0.199,59.0,24.5,12.0,Clay Loam,1110.3,42.5,0.6399,High Vulnerability,651
BPL_CELL_0828,20,27,23.2505,77.4175,TT Nagar / New Market Urban Center,40.78,0.185,54.6,20.6,11.6,Clay Loam,1080.6,42.5,0.6382,High Vulnerability,664
BPL_CELL_0829,20,28,23.2505,77.4185,TT Nagar / New Market Urban Center,39.36,0.231,59.4,24.4,12.2,Clay Loam,1092.7,42.5,0.599,High Vulnerability,935
BPL_CELL_0830,20,29,23.2505,77.4195,TT Nagar / New Market Urban Center,41.32,0.249,59.5,22.6,12.2,Clay Loam,1078.1,42.5,0.6334,High Vulnerability,697
BPL_CELL_0831,20,30,23.2505,77.4205,TT Nagar / New Market Urban Center,40.25,0.197,53.8,24.4,12.0,Clay Loam,1076.6,42.5,0.6131,High Vulnerability,844
BPL_CELL_0832,20,31,23.2505,77.4215,TT Nagar / New Market Urban Center,39.33,0.215,53.1,28.4,12.3,Clay Loam,1111.3,42.5,0.5781,High Vulnerability,1010
BPL_CELL_0833,20,32,23.2505,77.4225,TT Nagar / New Market Urban Center,42.91,0.185,56.9,29.0,12.0,Clay Loam,1129.7,42.5,0.6687,High Vulnerability,566
BPL_CELL_0834,20,33,23.2505,77.4235,TT Nagar / New Market Urban Center,41.5,0.21,59.5,21.6,12.0,Clay Loam,1107.9,42.5,0.6544,High Vulnerability,594
BPL_CELL_0835,20,34,23.2505,77.4245,TT Nagar / New Market Urban Center,39.93,0.221,53.8,22.0,12.4,Clay Loam,1071.4,42.5,0.6023,High Vulnerability,918
BPL_CELL_0836,20,35,23.2505,77.4255,TT Nagar / New Market Urban Center,40.49,0.209,56.8,28.1,11.2,Clay Loam,1129.9,42.5,0.6142,High Vulnerability,835
BPL_CELL_0837,20,36,23.2505,77.4265,TT Nagar / New Market Urban Center,39.8,0.234,53.4,23.4,12.9,Clay Loam,1086.9,42.5,0.5906,High Vulnerability,980
BPL_CELL_0838,20,37,23.2505,77.4275,TT Nagar / New Market Urban Center,40.54,0.226,55.1,22.3,12.4,Clay Loam,1070.4,42.5,0.6153,High Vulnerability,827
BPL_CELL_0839,20,38,23.2505,77.4285,TT Nagar / New Market Urban Center,40.18,0.195,57.2,20.9,12.9,Clay Loam,1089.8,42.5,0.6298,High Vulnerability,732
BPL_CELL_0840,20,39,23.2505,77.4295,TT Nagar / New Market Urban Center,40.6,0.196,62.5,29.6,11.7,Clay Loam,1108.7,42.5,0.6352,High Vulnerability,686
BPL_CELL_0841,21,0,23.2515,77.3905,Bhojtal Lakefront / Water Buffer,31.24,0.525,15.4,65.7,3.5,Alluvial,1094.8,42.5,0.112,Low Vulnerability,1494
BPL_CELL_0842,21,1,23.2515,77.3915,Bhojtal Lakefront / Water Buffer,33.86,0.517,5.4,66.5,5.4,Alluvial,1088.9,42.5,0.1344,Low Vulnerability,1390
BPL_CELL_0843,21,2,23.2515,77.3925,Bhojtal Lakefront / Water Buffer,31.9,0.515,9.5,63.1,4.8,Alluvial,1128.2,42.5,0.1166,Low Vulnerability,1477
BPL_CELL_0844,21,3,23.2515,77.3935,Bhojtal Lakefront / Water Buffer,31.96,0.519,12.9,72.2,4.1,Alluvial,1120.5,42.5,0.1076,Low Vulnerability,1512
BPL_CELL_0845,21,4,23.2515,77.3945,Bhojtal Lakefront / Water Buffer,31.69,0.507,6.2,64.6,4.2,Alluvial,1088.9,42.5,0.103,Low Vulnerability,1534
BPL_CELL_0846,21,5,23.2515,77.3955,Bhojtal Lakefront / Water Buffer,31.09,0.55,12.7,65.8,4.2,Alluvial,1097.1,42.5,0.091,Low Vulnerability,1572
BPL_CELL_0847,21,6,23.2515,77.3965,Bhojtal Lakefront / Water Buffer,33.1,0.514,11.4,69.4,4.5,Alluvial,1124.8,42.5,0.1328,Low Vulnerability,1395
BPL_CELL_0848,21,7,23.2515,77.3975,Bhojtal Lakefront / Water Buffer,30.98,0.514,12.3,64.5,4.3,Alluvial,1081.4,42.5,0.1047,Low Vulnerability,1527
BPL_CELL_0849,21,8,23.2515,77.3985,Bhojtal Lakefront / Water Buffer,33.8,0.498,6.0,67.2,5.2,Alluvial,1119.3,42.5,0.1412,Low Vulnerability,1351
BPL_CELL_0850,21,9,23.2515,77.3995,Bhojtal Lakefront / Water Buffer,33.93,0.562,10.0,71.2,5.2,Alluvial,1097.6,42.5,0.1217,Low Vulnerability,1448
BPL_CELL_0851,21,10,23.2515,77.4005,Bhojtal Lakefront / Water Buffer,32.25,0.484,20.1,68.2,3.8,Alluvial,1075.2,42.5,0.1564,Low Vulnerability,1292
BPL_CELL_0852,21,11,23.2515,77.4015,Bhojtal Lakefront / Water Buffer,31.38,0.511,12.2,63.6,4.0,Alluvial,1088.7,42.5,0.1152,Low Vulnerability,1481
BPL_CELL_0853,21,12,23.2515,77.4025,Bhojtal Lakefront / Water Buffer,31.81,0.508,14.4,66.3,4.4,Alluvial,1089.1,42.5,0.1256,Low Vulnerability,1430
BPL_CELL_0854,21,13,23.2515,77.4035,Bhojtal Lakefront / Water Buffer,33.18,0.506,12.6,69.4,4.7,Alluvial,1070.9,42.5,0.141,Low Vulnerability,1353
BPL_CELL_0855,21,14,23.2515,77.4045,TT Nagar / New Market Urban Center,39.73,0.195,58.9,27.7,12.2,Clay Loam,1112.3,42.5,0.6122,High Vulnerability,850
BPL_CELL_0856,21,15,23.2515,77.4055,TT Nagar / New Market Urban Center,40.95,0.215,60.6,28.7,12.9,Clay Loam,1090.3,42.5,0.6306,High Vulnerability,722
BPL_CELL_0857,21,16,23.2515,77.4065,TT Nagar / New Market Urban Center,40.05,0.225,52.8,25.8,12.6,Clay Loam,1095.6,42.5,0.5923,High Vulnerability,971
BPL_CELL_0858,21,17,23.2515,77.4075,TT Nagar / New Market Urban Center,40.68,0.237,62.3,20.2,11.6,Clay Loam,1112.0,42.5,0.639,High Vulnerability,657
BPL_CELL_0859,21,18,23.2515,77.4085,TT Nagar / New Market Urban Center,39.92,0.203,60.3,20.7,11.9,Clay Loam,1128.4,42.5,0.6311,High Vulnerability,720
BPL_CELL_0860,21,19,23.2515,77.4095,TT Nagar / New Market Urban Center,39.52,0.221,54.1,28.7,13.5,Clay Loam,1125.2,42.5,0.5816,High Vulnerability,1005
BPL_CELL_0861,21,20,23.2515,77.4105,TT Nagar / New Market Urban Center,39.53,0.227,55.8,20.7,11.8,Clay Loam,1083.4,42.5,0.6008,High Vulnerability,923
BPL_CELL_0862,21,21,23.2515,77.4115,TT Nagar / New Market Urban Center,40.64,0.247,54.3,27.6,12.0,Clay Loam,1112.0,42.5,0.5956,High Vulnerability,954
BPL_CELL_0863,21,22,23.2515,77.4125,TT Nagar / New Market Urban Center,39.69,0.174,60.8,22.8,13.3,Clay Loam,1091.1,42.5,0.6354,High Vulnerability,683
BPL_CELL_0864,21,23,23.2515,77.4135,TT Nagar / New Market Urban Center,40.69,0.202,58.5,25.5,11.3,Clay Loam,1077.6,42.5,0.6312,High Vulnerability,718
BPL_CELL_0865,21,24,23.2515,77.4145,TT Nagar / New Market Urban Center,41.82,0.253,58.9,22.4,11.6,Clay Loam,1102.0,42.5,0.64,High Vulnerability,649
BPL_CELL_0866,21,25,23.2515,77.4155,TT Nagar / New Market Urban Center,39.21,0.195,60.1,22.3,11.7,Clay Loam,1128.4,42.5,0.6168,High Vulnerability,812
BPL_CELL_0867,21,26,23.2515,77.4165,TT Nagar / New Market Urban Center,39.89,0.238,59.8,21.3,12.6,Clay Loam,1117.2,42.5,0.6139,High Vulnerability,838
BPL_CELL_0868,21,27,23.2515,77.4175,TT Nagar / New Market Urban Center,39.56,0.199,57.3,24.4,12.1,Clay Loam,1125.9,42.5,0.6094,High Vulnerability,867
BPL_CELL_0869,21,28,23.2515,77.4185,TT Nagar / New Market Urban Center,39.57,0.204,54.7,23.2,11.0,Clay Loam,1080.6,42.5,0.6024,High Vulnerability,916
BPL_CELL_0870,21,29,23.2515,77.4195,TT Nagar / New Market Urban Center,39.93,0.231,57.6,29.3,13.3,Clay Loam,1116.3,42.5,0.5946,High Vulnerability,957
BPL_CELL_0871,21,30,23.2515,77.4205,TT Nagar / New Market Urban Center,39.74,0.244,57.2,23.9,13.1,Clay Loam,1124.2,42.5,0.5956,High Vulnerability,955
BPL_CELL_0872,21,31,23.2515,77.4215,TT Nagar / New Market Urban Center,38.78,0.22,57.9,26.0,12.8,Clay Loam,1101.9,42.5,0.5845,High Vulnerability,1002
BPL_CELL_0873,21,32,23.2515,77.4225,TT Nagar / New Market Urban Center,39.59,0.245,59.8,29.3,12.0,Clay Loam,1124.8,42.5,0.589,High Vulnerability,985
BPL_CELL_0874,21,33,23.2515,77.4235,TT Nagar / New Market Urban Center,41.57,0.196,65.9,17.2,13.3,Clay Loam,1090.7,42.5,0.6892,High Vulnerability,557
BPL_CELL_0875,21,34,23.2515,77.4245,TT Nagar / New Market Urban Center,40.6,0.222,61.5,24.7,12.9,Clay Loam,1092.2,42.5,0.6319,High Vulnerability,711
BPL_CELL_0876,21,35,23.2515,77.4255,TT Nagar / New Market Urban Center,41.04,0.211,57.7,23.4,11.0,Clay Loam,1091.6,42.5,0.6362,High Vulnerability,679
BPL_CELL_0877,21,36,23.2515,77.4265,TT Nagar / New Market Urban Center,41.66,0.174,58.5,29.6,11.8,Clay Loam,1093.0,42.5,0.6525,High Vulnerability,599
BPL_CELL_0878,21,37,23.2515,77.4275,TT Nagar / New Market Urban Center,40.99,0.192,61.0,23.2,11.6,Clay Loam,1081.3,42.5,0.653,High Vulnerability,598
BPL_CELL_0879,21,38,23.2515,77.4285,TT Nagar / New Market Urban Center,38.97,0.265,59.1,23.5,13.6,Clay Loam,1078.1,42.5,0.5789,High Vulnerability,1009
BPL_CELL_0880,21,39,23.2515,77.4295,TT Nagar / New Market Urban Center,40.48,0.225,58.3,24.4,11.5,Clay Loam,1096.2,42.5,0.6196,High Vulnerability,796
BPL_CELL_0881,22,0,23.2525,77.3905,Bhojtal Lakefront / Water Buffer,32.88,0.519,9.7,65.6,2.8,Alluvial,1106.3,42.5,0.1293,Low Vulnerability,1414
BPL_CELL_0882,22,1,23.2525,77.3915,Bhojtal Lakefront / Water Buffer,32.93,0.503,13.0,64.2,4.1,Alluvial,1097.0,42.5,0.1492,Low Vulnerability,1311
BPL_CELL_0883,22,2,23.2525,77.3925,Bhojtal Lakefront / Water Buffer,32.15,0.535,8.4,65.6,4.5,Alluvial,1100.1,42.5,0.1051,Low Vulnerability,1525
BPL_CELL_0884,22,3,23.2525,77.3935,Bhojtal Lakefront / Water Buffer,31.96,0.488,14.3,62.4,5.8,Alluvial,1104.1,42.5,0.1441,Low Vulnerability,1339
BPL_CELL_0885,22,4,23.2525,77.3945,Bhojtal Lakefront / Water Buffer,32.38,0.506,6.7,68.5,5.0,Alluvial,1129.0,42.5,0.1101,Low Vulnerability,1503
BPL_CELL_0886,22,5,23.2525,77.3955,Bhojtal Lakefront / Water Buffer,33.64,0.572,11.4,66.8,4.3,Alluvial,1123.4,42.5,0.1253,Low Vulnerability,1433
BPL_CELL_0887,22,6,23.2525,77.3965,Bhojtal Lakefront / Water Buffer,33.36,0.538,11.5,60.4,5.2,Alluvial,1117.9,42.5,0.1469,Low Vulnerability,1324
BPL_CELL_0888,22,7,23.2525,77.3975,Bhojtal Lakefront / Water Buffer,33.1,0.516,13.1,65.1,5.4,Alluvial,1098.1,42.5,0.1458,Low Vulnerability,1328
BPL_CELL_0889,22,8,23.2525,77.3985,Bhojtal Lakefront / Water Buffer,31.49,0.517,11.6,64.9,5.6,Alluvial,1087.4,42.5,0.1105,Low Vulnerability,1500
BPL_CELL_0890,22,9,23.2525,77.3995,Bhojtal Lakefront / Water Buffer,32.11,0.586,13.7,68.0,2.9,Alluvial,1103.8,42.5,0.0947,Low Vulnerability,1563
BPL_CELL_0891,22,10,23.2525,77.4005,Bhojtal Lakefront / Water Buffer,33.44,0.533,12.6,68.9,5.7,Alluvial,1107.5,42.5,0.1363,Low Vulnerability,1380
BPL_CELL_0892,22,11,23.2525,77.4015,Bhojtal Lakefront / Water Buffer,32.4,0.517,13.4,62.1,4.1,Alluvial,1086.7,42.5,0.1389,Low Vulnerability,1363
BPL_CELL_0893,22,12,23.2525,77.4025,Bhojtal Lakefront / Water Buffer,32.99,0.538,12.4,67.6,4.6,Alluvial,1105.5,42.5,0.1277,Low Vulnerability,1421
BPL_CELL_0894,22,13,23.2525,77.4035,Bhojtal Lakefront / Water Buffer,32.86,0.539,15.1,68.8,3.6,Alluvial,1112.0,42.5,0.1303,Low Vulnerability,1406
BPL_CELL_0895,22,14,23.2525,77.4045,TT Nagar / New Market Urban Center,38.89,0.225,60.1,22.9,12.8,Clay Loam,1126.0,42.5,0.5975,High Vulnerability,944
BPL_CELL_0896,22,15,23.2525,77.4055,TT Nagar / New Market Urban Center,40.75,0.24,61.4,30.1,12.3,Clay Loam,1084.3,42.5,0.6163,High Vulnerability,816
BPL_CELL_0897,22,16,23.2525,77.4065,TT Nagar / New Market Urban Center,39.31,0.236,59.4,29.7,11.8,Clay Loam,1115.3,42.5,0.5852,High Vulnerability,999
BPL_CELL_0898,22,17,23.2525,77.4075,TT Nagar / New Market Urban Center,41.57,0.234,59.4,23.0,12.8,Clay Loam,1114.8,42.5,0.643,High Vulnerability,631
BPL_CELL_0899,22,18,23.2525,77.4085,TT Nagar / New Market Urban Center,40.52,0.183,54.0,28.2,12.0,Clay Loam,1122.2,42.5,0.6167,High Vulnerability,813
BPL_CELL_0900,22,19,23.2525,77.4095,TT Nagar / New Market Urban Center,40.58,0.288,58.6,20.7,12.8,Clay Loam,1127.7,42.5,0.6049,High Vulnerability,899
BPL_CELL_0901,22,20,23.2525,77.4105,TT Nagar / New Market Urban Center,40.39,0.212,62.3,22.9,13.2,Clay Loam,1125.1,42.5,0.6379,High Vulnerability,670
BPL_CELL_0902,22,21,23.2525,77.4115,TT Nagar / New Market Urban Center,40.24,0.237,55.5,24.9,12.8,Clay Loam,1109.3,42.5,0.601,High Vulnerability,922
BPL_CELL_0903,22,22,23.2525,77.4125,TT Nagar / New Market Urban Center,39.3,0.253,58.0,20.1,12.0,Clay Loam,1090.2,42.5,0.5937,High Vulnerability,964
BPL_CELL_0904,22,23,23.2525,77.4135,TT Nagar / New Market Urban Center,40.19,0.213,55.9,20.7,12.0,Clay Loam,1119.9,42.5,0.6194,High Vulnerability,800
BPL_CELL_0905,22,24,23.2525,77.4145,TT Nagar / New Market Urban Center,40.91,0.221,61.0,27.0,12.5,Clay Loam,1081.6,42.5,0.6321,High Vulnerability,707
BPL_CELL_0906,22,25,23.2525,77.4155,TT Nagar / New Market Urban Center,41.22,0.233,58.2,29.1,12.0,Clay Loam,1120.1,42.5,0.6207,High Vulnerability,789
BPL_CELL_0907,22,26,23.2525,77.4165,TT Nagar / New Market Urban Center,41.72,0.207,57.5,23.5,12.7,Clay Loam,1109.4,42.5,0.6501,High Vulnerability,605
BPL_CELL_0908,22,27,23.2525,77.4175,TT Nagar / New Market Urban Center,40.13,0.251,55.3,31.2,12.1,Clay Loam,1111.7,42.5,0.5798,High Vulnerability,1008
BPL_CELL_0909,22,28,23.2525,77.4185,TT Nagar / New Market Urban Center,40.48,0.254,62.6,23.3,13.0,Clay Loam,1095.6,42.5,0.623,High Vulnerability,772
BPL_CELL_0910,22,29,23.2525,77.4195,TT Nagar / New Market Urban Center,40.16,0.262,54.6,24.2,12.8,Clay Loam,1074.4,42.5,0.5883,High Vulnerability,988
BPL_CELL_0911,22,30,23.2525,77.4205,TT Nagar / New Market Urban Center,40.65,0.191,57.4,25.9,13.0,Clay Loam,1096.4,42.5,0.6307,High Vulnerability,721
BPL_CELL_0912,22,31,23.2525,77.4215,TT Nagar / New Market Urban Center,40.31,0.151,58.4,23.6,12.1,Clay Loam,1099.5,42.5,0.6478,High Vulnerability,610
BPL_CELL_0913,22,32,23.2525,77.4225,TT Nagar / New Market Urban Center,41.45,0.26,59.0,29.2,13.5,Clay Loam,1076.2,42.5,0.6165,High Vulnerability,815
BPL_CELL_0914,22,33,23.2525,77.4235,TT Nagar / New Market Urban Center,39.76,0.255,60.0,25.0,13.3,Clay Loam,1123.8,42.5,0.5976,High Vulnerability,943
BPL_CELL_0915,22,34,23.2525,77.4245,TT Nagar / New Market Urban Center,41.26,0.255,62.7,23.2,12.3,Clay Loam,1124.3,42.5,0.638,High Vulnerability,668
BPL_CELL_0916,22,35,23.2525,77.4255,TT Nagar / New Market Urban Center,41.89,0.188,56.1,28.2,12.1,Clay Loam,1096.2,42.5,0.6472,High Vulnerability,614
BPL_CELL_0917,22,36,23.2525,77.4265,TT Nagar / New Market Urban Center,41.37,0.177,59.0,21.4,14.4,Clay Loam,1119.1,42.5,0.664,High Vulnerability,577
BPL_CELL_0918,22,37,23.2525,77.4275,TT Nagar / New Market Urban Center,40.55,0.181,58.5,27.6,12.1,Clay Loam,1110.9,42.5,0.6325,High Vulnerability,704
BPL_CELL_0919,22,38,23.2525,77.4285,TT Nagar / New Market Urban Center,39.47,0.245,59.5,24.7,10.4,Clay Loam,1074.8,42.5,0.5952,High Vulnerability,956
BPL_CELL_0920,22,39,23.2525,77.4295,TT Nagar / New Market Urban Center,40.01,0.17,59.5,23.9,12.0,Clay Loam,1072.4,42.5,0.6371,High Vulnerability,675
BPL_CELL_0921,23,0,23.2535,77.3905,Bhojtal Lakefront / Water Buffer,32.06,0.533,9.5,62.0,3.7,Alluvial,1075.1,42.5,0.1148,Low Vulnerability,1482
BPL_CELL_0922,23,1,23.2535,77.3915,Bhojtal Lakefront / Water Buffer,31.88,0.487,7.8,69.3,4.6,Alluvial,1113.2,42.5,0.1097,Low Vulnerability,1507
BPL_CELL_0923,23,2,23.2535,77.3925,Bhojtal Lakefront / Water Buffer,31.63,0.501,16.0,69.4,3.8,Alluvial,1120.1,42.5,0.1233,Low Vulnerability,1441
BPL_CELL_0924,23,3,23.2535,77.3935,Bhojtal Lakefront / Water Buffer,33.54,0.426,15.6,69.0,4.3,Alluvial,1117.3,42.5,0.1895,Low Vulnerability,1266
BPL_CELL_0925,23,4,23.2535,77.3945,Bhojtal Lakefront / Water Buffer,32.94,0.524,13.8,63.8,3.0,Alluvial,1122.5,42.5,0.1442,Low Vulnerability,1337
BPL_CELL_0926,23,5,23.2535,77.3955,Bhojtal Lakefront / Water Buffer,32.85,0.543,15.7,68.7,4.1,Alluvial,1078.5,42.5,0.1305,Low Vulnerability,1405
BPL_CELL_0927,23,6,23.2535,77.3965,Bhojtal Lakefront / Water Buffer,31.92,0.492,12.9,67.5,4.1,Alluvial,1080.3,42.5,0.1272,Low Vulnerability,1424
BPL_CELL_0928,23,7,23.2535,77.3975,Bhojtal Lakefront / Water Buffer,32.05,0.544,12.9,68.9,3.4,Alluvial,1080.2,42.5,0.1061,Low Vulnerability,1521
BPL_CELL_0929,23,8,23.2535,77.3985,Bhojtal Lakefront / Water Buffer,31.1,0.49,15.2,70.2,4.4,Alluvial,1118.3,42.5,0.1135,Low Vulnerability,1491
BPL_CELL_0930,23,9,23.2535,77.3995,Bhojtal Lakefront / Water Buffer,31.89,0.471,14.9,72.5,4.1,Alluvial,1089.5,42.5,0.1306,Low Vulnerability,1404
BPL_CELL_0931,23,10,23.2535,77.4005,Bhojtal Lakefront / Water Buffer,33.67,0.514,16.3,72.3,4.6,Alluvial,1105.6,42.5,0.1522,Low Vulnerability,1304
BPL_CELL_0932,23,11,23.2535,77.4015,Bhojtal Lakefront / Water Buffer,31.03,0.512,13.5,70.0,4.8,Alluvial,1111.8,42.5,0.0988,Low Vulnerability,1550
BPL_CELL_0933,23,12,23.2535,77.4025,Bhojtal Lakefront / Water Buffer,31.59,0.509,12.9,67.6,5.5,Alluvial,1106.7,42.5,0.1139,Low Vulnerability,1489
BPL_CELL_0934,23,13,23.2535,77.4035,Bhojtal Lakefront / Water Buffer,33.53,0.521,11.4,67.7,4.2,Alluvial,1080.8,42.5,0.1417,Low Vulnerability,1347
BPL_CELL_0935,23,14,23.2535,77.4045,TT Nagar / New Market Urban Center,41.61,0.243,60.8,23.0,12.9,Clay Loam,1111.5,42.5,0.6443,High Vulnerability,626
BPL_CELL_0936,23,15,23.2535,77.4055,TT Nagar / New Market Urban Center,39.05,0.232,62.8,21.9,12.3,Clay Loam,1126.3,42.5,0.6077,High Vulnerability,884
BPL_CELL_0937,23,16,23.2535,77.4065,TT Nagar / New Market Urban Center,40.31,0.215,59.8,28.2,13.5,Clay Loam,1117.0,42.5,0.617,High Vulnerability,809
BPL_CELL_0938,23,17,23.2535,77.4075,TT Nagar / New Market Urban Center,40.11,0.218,58.3,25.1,12.8,Clay Loam,1101.8,42.5,0.6139,High Vulnerability,839
BPL_CELL_0939,23,18,23.2535,77.4085,TT Nagar / New Market Urban Center,41.2,0.236,58.3,21.3,12.7,Clay Loam,1109.6,42.5,0.6354,High Vulnerability,684
BPL_CELL_0940,23,19,23.2535,77.4095,TT Nagar / New Market Urban Center,42.02,0.217,60.3,26.3,11.2,Clay Loam,1128.1,42.5,0.6544,High Vulnerability,595
BPL_CELL_0941,23,20,23.2535,77.4105,TT Nagar / New Market Urban Center,39.95,0.223,57.5,24.2,12.0,Clay Loam,1096.1,42.5,0.6083,High Vulnerability,876
BPL_CELL_0942,23,21,23.2535,77.4115,TT Nagar / New Market Urban Center,39.92,0.193,63.5,25.0,12.2,Clay Loam,1114.4,42.5,0.6357,High Vulnerability,682
BPL_CELL_0943,23,22,23.2535,77.4125,TT Nagar / New Market Urban Center,41.0,0.212,58.9,21.6,13.7,Clay Loam,1113.3,42.5,0.6423,High Vulnerability,634
BPL_CELL_0944,23,23,23.2535,77.4135,TT Nagar / New Market Urban Center,41.77,0.198,56.3,26.4,13.5,Clay Loam,1089.5,42.5,0.6452,High Vulnerability,621
BPL_CELL_0945,23,24,23.2535,77.4145,TT Nagar / New Market Urban Center,40.64,0.194,62.7,27.8,12.9,Clay Loam,1083.2,42.5,0.641,High Vulnerability,642
BPL_CELL_0946,23,25,23.2535,77.4155,TT Nagar / New Market Urban Center,39.86,0.186,58.7,26.3,12.1,Clay Loam,1125.7,42.5,0.6206,High Vulnerability,790
BPL_CELL_0947,23,26,23.2535,77.4165,TT Nagar / New Market Urban Center,39.64,0.228,61.7,28.6,10.9,Clay Loam,1082.1,42.5,0.6037,High Vulnerability,912
BPL_CELL_0948,23,27,23.2535,77.4175,TT Nagar / New Market Urban Center,38.69,0.252,61.9,26.5,12.6,Clay Loam,1121.1,42.5,0.5808,High Vulnerability,1006
BPL_CELL_0949,23,28,23.2535,77.4185,TT Nagar / New Market Urban Center,39.97,0.225,54.0,30.2,11.3,Clay Loam,1108.3,42.5,0.5853,High Vulnerability,998
BPL_CELL_0950,23,29,23.2535,77.4195,TT Nagar / New Market Urban Center,39.54,0.206,56.6,30.8,12.1,Clay Loam,1075.2,42.5,0.5911,High Vulnerability,976
BPL_CELL_0951,23,30,23.2535,77.4205,TT Nagar / New Market Urban Center,41.15,0.193,62.7,24.9,12.7,Clay Loam,1113.8,42.5,0.6572,High Vulnerability,588
BPL_CELL_0952,23,31,23.2535,77.4215,TT Nagar / New Market Urban Center,39.88,0.218,55.4,23.2,13.3,Clay Loam,1123.5,42.5,0.6048,High Vulnerability,900
BPL_CELL_0953,23,32,23.2535,77.4225,TT Nagar / New Market Urban Center,40.07,0.211,57.7,24.9,12.6,Clay Loam,1098.2,42.5,0.6145,High Vulnerability,832
BPL_CELL_0954,23,33,23.2535,77.4235,TT Nagar / New Market Urban Center,40.47,0.221,57.1,21.6,12.2,Clay Loam,1117.9,42.5,0.6232,High Vulnerability,770
BPL_CELL_0955,23,34,23.2535,77.4245,TT Nagar / New Market Urban Center,40.93,0.19,58.3,28.8,13.7,Clay Loam,1127.0,42.5,0.6332,High Vulnerability,699
BPL_CELL_0956,23,35,23.2535,77.4255,TT Nagar / New Market Urban Center,40.61,0.237,60.2,24.2,12.1,Clay Loam,1098.8,42.5,0.6233,High Vulnerability,769
